Date,DayOfWeek,Month,Year,Is_Weekend,Is_Holiday,Product_ID,Category,Base_Price,Discount_Percentage,Current_Price,Store_ID,Store_Type,Competitor_Price,Footfall_Index,Avg_Temperature,Rainfall_mm,Social_Media_Sentiment,Lead_Time_Days,Safety_Stock_Level,Stock_On_Hand,Daily_Units_Sold,Festival_Name,Festival_Type,UPC_EAN,Product_Name,Sub_Category,Brand_Name,Brand_Tier,Shelf_Life_Days,No_of_Checkout_Counters,Avg_Billing_Time_min,Local_Population_Density,Product_Age_Days,No_of_Customer_Purchases,Unit_Cost,Promotional_Campaign_Flag,Competitor_Promotion_Flag,Google_Trends_Current_Wk,Google_Trends_Lag_1w,Shelf_Capacity,Promotion_Type,Marketing_Spend,Payday_Flag,School_Vacation_Flag,Local_Event_Flag,Launch_Date,Seasonal_Product_Flag,Online_Sales_Units,In_Store_Sales_Units,App_Traffic_Index,Website_Visits,Backorder_Flag,Supplier_Delay_Days,Fill_Rate_Pct,Loyalty_Program_Usage_Count,Repeat_Purchase_Rate,Avg_Basket_Size
12/23/2023,5,12,2023,1,1,1002,Home,38.16,0.15,32.44,7,Urban,41.32,160.9,-3.2,7.1,0.77,7,52,291,174,,,660993912552,Ikea Kitchenware 1002,Kitchenware,Ikea,Premium,2154,8,7.3,11584,534,148,24.5,N,Y,33,38,112,None,1299,0,1,0,07/07/2022,N,60,114,818,2183,N,2,91.92,83,0.2,1.18
01/23/2023,0,1,2023,0,0,1012,Grocery,18.95,0.07,17.62,6,Rural,18.97,61.4,10.4,19.9,0.38,7,36,372,119,,,16104203210,Nestle Spices 1012,Spices,Nestle,Premium,7,8,4.8,1952,1330,84,9.74,N,N,73,33,72,None,527,0,0,1,06/03/2019,N,33,86,633,1459,N,2,88.95,38,0.16,1.42
09/07/2023,3,9,2023,0,0,1015,Beauty,126.15,0.41,74.43,19,Urban,127.25,188.1,8.7,7.5,0.56,7,94,290,145,,,1914986328580,Lakme Fragrance 1015,Fragrance,Lakme,Mid,702,15,3.6,7003,1988,81,69.99,Y,N,80,73,58,Seasonal Discount,2639,0,0,0,03/29/2018,N,31,114,619,1406,N,3,86.44,24,0.32,1.79
01/10/2023,1,1,2023,0,0,1007,Home,441.34,0.11,392.79,17,Rural,438.84,196.0,27.7,3.0,0.37,2,167,29,83,,,1101924574788,Ikea Kitchenware 1007,Kitchenware,Ikea,Budget,2470,4,2.6,1279,891,52,369.59,N,N,18,80,115,None,1546,0,0,0,08/02/2020,N,27,56,591,1298,Y,0,87.03,13,0.36,1.6
09/03/2023,6,9,2023,1,0,1014,Grocery,210.88,0.36,134.96,10,Urban,201.13,140.9,33.7,3.8,0.2,11,103,373,150,,,7766417546584,Nestle Grains 1014,Grains,Nestle,Budget,82,7,3.6,13719,1757,47,118.17,Y,Y,58,18,106,Loyalty Only,4721,1,0,0,11/11/2018,N,32,118,626,1432,N,3,97.14,15,0.33,3.19
11/21/2023,1,11,2023,0,0,1016,Grocery,361.57,0.47,191.63,19,Urban,329.46,122.2,13.4,11.5,0.25,4,136,251,97,,,8572879201082,Tata Spices 1016,Spices,Tata,Premium,10,15,3.6,7003,1127,63,285.0,Y,Y,64,58,104,Loyalty Only,2857,0,0,0,10/20/2020,N,29,68,605,1352,N,3,90.95,17,0.19,1.54
04/10/2023,0,4,2023,0,0,1016,Home,459.55,0.26,340.07,11,Urban,451.15,161.2,28.0,4.0,0.22,10,19,62,82,,,4975301079524,Philips Kitchenware 1016,Kitchenware,Philips,Mid,2051,6,4.4,6438,1701,17,342.62,Y,Y,49,64,62,BOGO,1864,0,0,0,08/13/2018,N,8,74,461,789,N,1,88.9,3,0.37,4.82
10/17/2023,1,10,2023,0,0,1012,Home,206.98,0.27,151.1,15,Urban,188.46,99.3,23.0,1.5,0.55,8,140,81,112,,,8680191775025,Tupperware Decor 1012,Decor,Tupperware,Budget,1644,6,5.9,12371,265,62,118.25,Y,N,81,49,61,BOGO,4190,0,0,0,01/25/2023,Y,25,87,577,1245,N,3,92.07,31,0.34,1.81
06/29/2023,3,6,2023,0,0,1016,Grocery,99.68,0.23,76.75,10,Rural,100.69,124.0,33.7,2.9,0.91,12,69,404,145,,,8572879201082,Tata Spices 1016,Spices,Tata,Premium,10,13,4.2,1104,1127,29,67.99,Y,Y,19,81,106,Flash Sale,4436,0,1,0,05/28/2020,N,38,107,667,1593,N,3,97.43,11,0.1,5.0
08/11/2023,4,8,2023,0,0,1005,Grocery,260.97,0.16,219.21,11,Urban,250.91,187.4,27.4,3.6,0.91,2,36,435,131,,,9837527634092,Ashirvad Grains 1005,Grains,Ashirvad,Budget,18,6,4.4,6438,841,92,178.9,Y,N,77,19,29,Seasonal Discount,3183,0,0,0,04/22/2021,N,30,101,612,1379,N,2,90.03,45,0.12,1.42
09/07/2023,3,9,2023,0,0,1016,Grocery,454.5,0.24,345.42,3,Urban,457.55,193.3,-1.9,0.5,0.05,13,132,479,107,,,8572879201082,Tata Spices 1016,Spices,Tata,Premium,10,9,6.6,14271,1127,96,315.3,Y,Y,36,77,28,BOGO,4673,0,0,0,08/06/2020,N,11,96,481,869,N,3,86.32,51,0.18,1.11
05/27/2023,5,5,2023,1,0,1015,Home,403.17,0.3,282.22,3,Urban,373.68,189.1,23.5,6.8,0.08,4,182,324,109,,,6142649910959,Sleepwell Kitchenware 1015,Kitchenware,Sleepwell,Mid,2782,9,6.6,14271,1139,80,331.95,Y,Y,20,36,53,Seasonal Discount,6439,0,1,0,04/13/2020,N,26,83,584,1272,N,1,90.57,35,0.31,1.36
04/06/2023,3,4,2023,0,0,1013,Grocery,37.59,0.49,19.17,18,Urban,40.84,89.4,16.4,0.6,0.25,10,71,380,126,,,5066512285191,Tata Beverages 1013,Beverages,Tata,Mid,39,13,2.6,5779,102,46,28.86,Y,N,43,20,77,BOGO,3529,0,0,0,12/25/2022,Y,14,112,502,950,N,2,99.25,10,0.24,2.74
09/14/2023,3,9,2023,0,0,1012,Electronics,347.82,0.47,184.34,11,Rural,375.26,84.9,-4.3,2.6,0.26,8,161,168,103,,,8638690599897,Samsung Mobiles 1012,Mobiles,Samsung,Premium,1796,5,3.3,1637,1727,20,251.91,Y,Y,37,43,31,Loyalty Only,2328,0,0,0,12/22/2018,N,31,72,619,1406,N,0,91.45,11,0.23,5.15
11/21/2023,1,11,2023,0,0,1005,Home,288.09,0.43,164.21,20,Rural,270.23,94.6,5.1,8.2,0.09,12,55,309,88,,,9687801551834,Tupperware Decor 1005,Decor,Tupperware,Premium,2280,3,5.5,1463,1846,34,209.26,Y,Y,14,37,78,BOGO,1336,0,0,0,11/01/2018,Y,27,61,591,1298,N,1,99.72,7,0.23,2.59
01/04/2023,2,1,2023,0,0,1002,Electronics,454.19,0.44,254.35,18,Urban,439.97,116.2,31.9,3.2,0.39,3,135,342,97,,,4600192812011,Samsung Accessories 1002,Accessories,Samsung,Mid,1586,13,2.6,5779,994,77,376.05,Y,N,47,14,64,Loyalty Only,4902,1,0,0,04/15/2020,N,20,77,543,1111,N,7,98.87,28,0.29,1.26
01/16/2023,0,1,2023,0,0,1013,Clothing,65.63,0.23,50.54,15,Urban,67.12,97.1,32.0,9.2,0.59,12,181,157,127,,,8974285838703,FabIndia Activewear 1013,Activewear,FabIndia,Budget,530,6,5.9,12371,905,92,49.86,Y,N,22,47,47,BOGO,3685,0,0,0,07/25/2020,N,42,85,694,1700,N,0,88.62,55,0.26,1.38
10/07/2023,5,10,2023,1,1,1013,Home,269.35,0.33,180.46,7,Urban,247.57,106.1,27.0,2.1,0.58,6,72,474,125,,,8394125838184,Sleepwell Furniture 1013,Furniture,Sleepwell,Mid,2850,8,7.3,11584,767,49,180.53,Y,Y,93,22,64,Seasonal Discount,2519,0,0,0,08/31/2021,N,28,97,598,1325,N,1,90.89,11,0.3,2.55
12/02/2023,5,12,2023,1,0,1014,Clothing,440.33,0.45,242.18,10,Rural,427.52,143.1,34.3,15.8,0.54,12,13,55,123,,,2238210451428,FabIndia Winter wear 1014,Winter wear,FabIndia,Mid,1071,13,4.2,1104,1239,93,308.59,Y,N,84,93,25,BOGO,2191,1,1,0,07/11/2020,Y,46,77,722,1808,Y,2,87.4,36,0.33,1.32
09/04/2023,0,9,2023,0,0,1007,Grocery,207.96,0.2,166.37,20,Rural,197.61,164.4,27.3,1.2,0.34,2,25,334,121,,,6534724436439,Tata Spices 1007,Spices,Tata,Mid,6,3,5.5,1463,1896,93,131.64,Y,Y,65,84,30,Loyalty Only,3622,1,0,0,06/26/2018,N,21,100,550,1137,N,2,89.81,39,0.24,1.3
09/15/2023,4,9,2023,0,0,1014,Grocery,243.59,0.48,126.67,10,Rural,263.83,160.3,-4.6,0.2,0.71,8,188,424,128,,,7766417546584,Nestle Grains 1014,Grains,Nestle,Budget,82,13,4.2,1104,1757,115,150.58,Y,N,73,65,78,Flash Sale,5021,0,0,0,11/23/2018,N,21,107,550,1137,N,0,93.51,35,0.32,1.11
06/09/2023,4,6,2023,0,0,1012,Beauty,39.88,0.21,31.51,13,Rural,42.69,172.2,6.5,10.3,0.83,8,83,141,143,,,5741435015275,Nivea Makeup 1012,Makeup,Nivea,Mid,683,6,3.6,705,499,117,26.62,Y,Y,32,73,111,Loyalty Only,3281,0,1,0,01/26/2022,N,47,96,729,1835,N,1,96.71,50,0.12,1.22
12/06/2023,2,12,2023,0,0,1016,Grocery,142.68,0.3,99.88,15,Rural,144.96,54.8,-3.8,7.0,0.35,12,121,148,105,,,8572879201082,Tata Spices 1016,Spices,Tata,Premium,10,13,3.1,1680,1127,67,105.6,Y,N,89,32,56,BOGO,6692,0,1,0,11/04/2020,N,30,75,612,1379,N,0,88.07,32,0.35,1.57
06/01/2023,3,6,2023,0,1,1002,Clothing,165.63,0.35,107.66,18,Rural,166.3,57.2,-1.2,1.3,0.09,13,110,375,76,,,2845906189993,FabIndia Activewear 1002,Activewear,FabIndia,Mid,639,4,4.7,1754,765,62,113.07,Y,Y,32,89,96,BOGO,4126,1,1,0,04/27/2021,N,11,65,481,869,N,1,99.38,27,0.15,1.23
06/27/2023,1,6,2023,0,0,1005,Grocery,472.84,0.48,245.88,4,Urban,513.57,168.4,3.8,20.9,0.3,1,185,225,106,,,9837527634092,Ashirvad Grains 1005,Grains,Ashirvad,Budget,18,12,2.5,10210,841,82,275.65,Y,N,49,32,120,Loyalty Only,3465,0,1,0,03/08/2021,N,26,80,584,1272,N,2,96.41,39,0.29,1.29
06/12/2023,0,6,2023,0,0,1004,Home,144.92,0.12,127.53,20,Urban,157.45,130.0,15.1,3.5,0.14,3,54,473,110,,,1418637259927,Philips Kitchenware 1004,Kitchenware,Philips,Budget,2366,9,5.7,8788,607,55,114.08,N,N,44,49,60,None,1796,0,1,0,10/13/2021,N,41,69,688,1674,N,1,96.05,16,0.11,2.0
02/02/2023,3,2,2023,0,0,1016,Grocery,233.13,0.37,146.87,17,Urban,255.01,136.7,28.9,15.1,0.47,14,140,24,126,,,8572879201082,Tata Spices 1016,Spices,Tata,Premium,10,11,7.4,9278,1127,42,117.13,Y,N,87,44,99,Loyalty Only,5882,1,0,0,01/02/2020,N,19,107,536,1084,Y,2,96.3,18,0.21,3.0
06/28/2023,2,6,2023,0,0,1001,Beauty,337.3,0.26,249.6,3,Urban,312.03,57.9,29.5,3.5,0.16,2,26,177,70,,,5985799842868,Lakme Skincare 1001,Skincare,Lakme,Budget,635,9,6.6,14271,731,21,182.95,Y,N,78,87,90,Flash Sale,4849,0,1,0,06/27/2021,N,8,62,461,789,N,3,89.09,5,0.12,3.33
04/11/2023,1,4,2023,0,0,1014,Grocery,85.28,0.13,74.19,2,Rural,79.49,88.3,19.6,3.2,0.46,7,174,364,115,,,7766417546584,Nestle Grains 1014,Grains,Nestle,Budget,82,8,6.7,1688,1757,94,63.17,N,N,90,78,110,None,539,0,0,0,06/19/2018,N,12,103,488,896,N,3,87.94,38,0.11,1.22
09/25/2023,0,9,2023,0,0,1004,Clothing,245.79,0.39,149.93,4,Urban,254.48,145.8,32.1,3.0,0.22,7,14,94,126,,,7044491151727,Levis Formalwear 1004,Formalwear,Levis,Premium,1347,12,2.5,10210,1739,114,175.14,Y,N,58,90,89,Flash Sale,4060,0,0,0,12/21/2018,N,25,101,577,1245,N,0,90.97,45,0.28,1.11
11/19/2023,6,11,2023,1,0,1019,Clothing,370.58,0.28,266.82,1,Urban,373.65,178.9,15.0,2.0,0.74,4,184,52,109,,,5162036505785,Zara Formalwear 1019,Formalwear,Zara,Budget,624,9,5.5,5995,335,99,295.43,Y,N,84,58,86,Seasonal Discount,6116,0,0,0,12/19/2022,N,28,81,598,1325,Y,0,91.92,50,0.36,1.1
03/06/2023,0,3,2023,0,0,1005,Grocery,434.09,0.33,290.84,15,Urban,392.28,187.5,30.6,3.8,0.03,12,53,303,104,,,9837527634092,Ashirvad Grains 1005,Grains,Ashirvad,Budget,18,6,5.9,12371,841,31,280.22,Y,Y,79,84,34,Loyalty Only,5022,0,0,0,11/15/2020,N,41,63,688,1674,N,1,89.34,10,0.32,3.35
06/17/2023,5,6,2023,1,0,1005,Clothing,315.0,0.16,264.6,1,Urban,287.4,125.1,13.2,3.0,0.55,12,170,69,121,,,5104045406377,Allen Solly Activewear 1005,Activewear,Allen Solly,Budget,1013,9,5.5,5995,1205,103,260.7,Y,N,88,79,44,Flash Sale,3852,0,1,0,02/28/2020,N,25,96,577,1245,N,1,92.0,28,0.21,1.17
11/26/2023,6,11,2023,1,0,1017,Clothing,336.18,0.24,255.5,6,Urban,362.27,131.8,6.1,0.2,0.17,8,30,175,106,,,4805376805555,FabIndia Winter wear 1017,Winter wear,FabIndia,Budget,949,7,3.6,6002,1863,106,278.21,Y,N,59,88,119,Flash Sale,5001,0,0,0,10/20/2018,Y,24,82,571,1218,N,1,93.79,31,0.15,1.0
02/12/2023,6,2,2023,1,0,1017,Beauty,67.51,0.31,46.58,7,Rural,72.49,175.0,31.7,1.5,0.0,3,77,131,144,,,9755188027019,Lakme Makeup 1017,Makeup,Lakme,Mid,504,11,5.2,1046,1351,36,37.19,Y,N,87,59,75,Flash Sale,3590,0,0,0,06/02/2019,N,49,95,743,1888,N,2,90.81,17,0.26,4.0
02/13/2023,0,2,2023,0,0,1003,Home,473.16,0.2,378.53,19,Rural,459.65,130.6,10.5,1.2,0.87,14,41,407,70,,,779320874566,Tupperware Decor 1003,Decor,Tupperware,Premium,2178,11,2.9,1411,419,20,312.14,Y,N,73,87,96,Flash Sale,4508,0,0,0,12/21/2021,Y,19,51,536,1084,N,3,91.14,5,0.32,3.5
10/12/2023,3,10,2023,0,0,1016,Beauty,70.62,0.1,63.56,12,Rural,76.14,127.5,15.1,10.1,0.67,9,33,489,148,,,9339246514525,L'oreal Haircare 1016,Haircare,L'oreal,Premium,399,5,7.8,1981,752,132,49.54,N,N,17,73,47,None,679,0,0,0,09/20/2021,N,48,100,736,1861,N,1,89.21,54,0.11,1.12
01/12/2023,3,1,2023,0,0,1013,Electronics,388.46,0.48,202.0,1,Urban,395.74,185.8,8.2,4.6,0.1,5,172,414,105,,,2336836726970,Samsung Computers 1013,Computers,Samsung,Premium,1082,9,5.5,5995,305,102,198.27,Y,Y,20,17,70,BOGO,2297,0,0,0,03/13/2022,N,32,73,626,1432,N,5,99.51,43,0.37,1.03
04/05/2023,2,4,2023,0,0,1013,Beauty,136.08,0.26,100.7,7,Urban,144.41,168.5,21.5,7.2,0.66,14,155,338,143,,,6642929148227,Dove Fragrance 1013,Fragrance,Dove,Mid,527,8,7.3,11584,416,112,84.5,Y,Y,23,20,81,Flash Sale,3262,1,0,0,02/13/2022,N,49,94,743,1888,N,3,95.27,65,0.34,1.28
10/29/2023,6,10,2023,1,0,1012,Grocery,467.13,0.37,294.29,19,Urban,460.35,186.4,34.8,15.7,0.61,13,76,458,121,,,16104203210,Nestle Spices 1012,Spices,Nestle,Premium,7,15,3.6,7003,1330,94,311.19,Y,N,24,23,51,Flash Sale,4413,0,0,0,03/08/2020,N,37,84,660,1566,N,2,88.06,27,0.34,1.29
09/10/2023,6,9,2023,1,0,1006,Home,361.38,0.21,285.49,13,Rural,333.44,82.7,-4.0,5.2,0.47,14,112,412,72,,,6784244770317,Tupperware Bedding 1006,Bedding,Tupperware,Budget,2358,6,3.6,705,917,65,305.63,Y,Y,17,24,85,BOGO,1997,0,0,0,03/07/2021,N,27,45,591,1298,N,0,92.11,14,0.4,1.11
08/30/2023,2,8,2023,0,0,1011,Grocery,378.14,0.18,310.07,12,Urban,373.13,128.7,31.0,20.3,0.42,2,63,388,74,,,7435202863434,Tata Beverages 1011,Beverages,Tata,Premium,23,8,4.4,7650,1542,57,202.17,Y,N,16,17,28,Loyalty Only,5212,0,0,0,06/10/2019,Y,12,62,488,896,N,1,93.13,27,0.36,1.3
02/04/2023,5,2,2023,1,0,1014,Electronics,113.43,0.2,90.74,12,Urban,112.46,176.4,-4.8,1.9,0.89,9,163,337,144,,,9068867798232,Samsung Mobiles 1014,Mobiles,Samsung,Budget,1364,8,4.4,7650,1510,40,86.27,Y,Y,74,16,113,Loyalty Only,4665,1,0,0,12/17/2018,N,53,91,770,1995,N,4,98.75,18,0.31,3.6
08/03/2023,3,8,2023,0,0,1018,Home,224.3,0.2,179.44,13,Rural,226.59,66.7,9.6,1.0,0.25,1,197,450,105,,,178029681125,Ikea Furniture 1018,Furniture,Ikea,Premium,2770,6,3.6,705,947,41,179.43,Y,Y,62,74,91,BOGO,6039,1,0,0,12/29/2020,N,14,91,502,950,N,2,90.6,12,0.32,2.56
12/03/2023,6,12,2023,1,0,1010,Clothing,310.82,0.27,226.9,14,Urban,286.3,169.2,1.7,2.6,0.4,11,134,359,135,,,9907038161151,Zara Activewear 1010,Activewear,Zara,Premium,611,5,2.1,7326,300,61,161.8,Y,N,90,62,63,BOGO,4590,1,1,1,02/06/2023,N,16,119,516,1003,N,1,97.38,28,0.3,2.21
03/31/2023,4,3,2023,0,0,1014,Beauty,386.14,0.27,281.88,12,Urban,424.09,77.4,25.3,3.2,0.33,8,126,330,90,,,7639209561846,Lakme Makeup 1014,Makeup,Lakme,Premium,522,8,4.4,7650,1922,45,319.29,Y,Y,41,90,104,Flash Sale,2585,1,0,0,12/25/2017,N,29,61,605,1352,N,2,96.86,12,0.25,2.0
09/21/2023,3,9,2023,0,0,1011,Grocery,56.46,0.25,42.34,20,Urban,53.57,171.2,-3.0,11.3,0.77,6,74,212,176,,,7435202863434,Tata Beverages 1011,Beverages,Tata,Premium,23,9,5.7,8788,1542,76,42.8,Y,N,78,41,48,BOGO,6005,0,0,0,07/02/2019,Y,70,106,887,2451,N,3,89.43,37,0.36,2.32
04/03/2023,0,4,2023,0,0,1002,Electronics,481.37,0.07,447.67,12,Urban,452.35,141.8,17.1,4.1,0.92,12,188,477,65,,,4600192812011,Samsung Accessories 1002,Accessories,Samsung,Mid,1586,8,4.4,7650,994,51,352.65,N,N,39,78,117,None,1717,1,0,0,07/13/2020,N,22,43,557,1164,N,2,94.49,16,0.21,1.27
03/31/2023,4,3,2023,0,0,1016,Clothing,445.66,0.25,334.24,6,Urban,448.05,79.0,6.8,1.7,0.85,1,123,210,55,,,2699066886820,Levis Ethnic wear 1016,Ethnic wear,Levis,Budget,1302,7,3.6,6002,941,36,328.72,Y,Y,10,39,118,BOGO,4499,1,0,0,09/01/2020,Y,7,48,454,762,N,1,90.77,7,0.36,1.53
04/25/2023,1,4,2023,0,0,1002,Beauty,138.82,0.08,127.71,10,Urban,139.85,121.0,0.3,6.8,0.8,14,197,436,143,,,8588322527842,L'oreal Makeup 1002,Makeup,L'oreal,Mid,577,7,3.6,13719,1452,72,100.01,N,Y,25,10,33,None,1393,0,0,0,05/04/2019,N,54,89,777,2022,N,1,89.96,43,0.28,1.99
04/15/2023,5,4,2023,1,0,1018,Clothing,412.27,0.06,387.53,20,Rural,407.31,152.3,25.9,3.5,0.99,4,196,344,102,,,927705319183,FabIndia Ethnic wear 1018,Ethnic wear,FabIndia,Budget,981,3,5.5,1463,1189,83,350.04,N,N,38,25,25,None,1113,0,0,0,01/12/2020,Y,23,79,564,1191,N,0,89.79,24,0.25,1.23
07/15/2023,5,7,2023,1,0,1019,Beauty,261.57,0.47,138.63,9,Rural,275.79,145.1,3.7,0.9,0.7,3,85,63,143,,,664887643364,L'oreal Haircare 1019,Haircare,L'oreal,Mid,485,10,7.6,1191,31,69,191.61,Y,N,83,38,75,Loyalty Only,2493,0,0,0,06/14/2023,N,16,127,516,1003,Y,1,97.41,29,0.33,2.07
11/10/2023,4,11,2023,0,0,1003,Home,233.59,0.3,163.51,2,Urban,234.37,114.1,3.9,4.3,0.75,7,26,34,106,Dhanteras,Wedding Season,779320874566,Tupperware Decor 1003,Decor,Tupperware,Premium,2178,8,2.9,6891,419,60,125.63,Y,Y,27,83,61,Seasonal Discount,3543,0,0,0,09/17/2022,Y,31,75,619,1406,Y,1,88.82,18,0.29,1.77
04/24/2023,0,4,2023,0,0,1002,Clothing,160.64,0.33,107.63,7,Rural,164.16,184.9,6.0,12.1,0.98,7,158,11,154,,,2845906189993,FabIndia Activewear 1002,Activewear,FabIndia,Mid,639,11,5.2,1046,765,109,103.62,Y,N,33,27,30,Seasonal Discount,5262,0,0,0,03/20/2021,N,27,127,591,1298,Y,3,97.63,47,0.23,1.41
03/16/2023,3,3,2023,0,0,1015,Clothing,292.58,0.2,234.06,9,Urban,305.67,127.9,18.5,9.2,0.01,6,117,430,93,,,5121255293176,FabIndia Activewear 1015,Activewear,FabIndia,Premium,1105,3,6.8,6250,173,85,247.97,Y,Y,10,33,25,Seasonal Discount,4190,0,0,0,09/24/2022,N,36,57,653,1540,N,1,96.77,30,0.22,1.09
08/05/2023,5,8,2023,1,0,1011,Clothing,366.3,0.45,201.47,12,Urban,331.5,125.9,21.4,4.4,0.63,14,37,345,114,,,9350894528554,Allen Solly Ethnic wear 1011,Ethnic wear,Allen Solly,Mid,1141,8,4.4,7650,794,108,264.28,Y,N,45,10,71,Loyalty Only,3800,1,0,0,06/02/2021,Y,27,87,591,1298,N,2,89.81,46,0.32,1.06
10/04/2023,2,10,2023,0,0,1007,Home,208.41,0.32,141.72,5,Urban,211.35,59.3,-4.3,2.4,0.74,10,53,310,95,,,1101924574788,Ikea Kitchenware 1007,Kitchenware,Ikea,Budget,2470,11,6.6,5663,891,61,120.19,Y,N,43,45,35,Seasonal Discount,1789,1,0,0,04/26/2021,N,21,74,550,1137,N,2,87.24,14,0.36,1.56
09/06/2023,2,9,2023,0,0,1016,Electronics,316.46,0.38,196.21,1,Rural,340.78,188.3,4.7,0.5,0.92,14,199,247,116,,,2275932199366,Samsung Mobiles 1016,Mobiles,Samsung,Premium,1143,8,4.6,1920,102,45,255.48,Y,N,89,43,54,Loyalty Only,3716,0,0,0,05/27/2023,N,38,78,667,1593,N,3,95.93,10,0.39,2.58
06/13/2023,1,6,2023,0,0,1006,Beauty,351.16,0.18,287.95,15,Urban,317.27,76.6,12.2,3.2,0.88,10,179,111,75,,,375015213779,Nivea Fragrance 1006,Fragrance,Nivea,Budget,518,6,5.9,12371,233,56,246.17,Y,Y,48,89,77,BOGO,2781,0,1,0,10/23/2022,N,8,67,461,789,N,0,94.09,21,0.17,1.34
12/23/2023,5,12,2023,1,0,1010,Clothing,357.01,0.48,185.65,8,Rural,350.24,129.3,8.3,7.0,0.84,12,103,324,94,,,9907038161151,Zara Activewear 1010,Activewear,Zara,Premium,611,11,6.0,1321,300,68,299.22,Y,Y,28,48,42,Seasonal Discount,1737,0,1,0,02/26/2023,N,19,75,536,1084,N,1,88.06,39,0.36,1.38
07/11/2023,1,7,2023,0,0,1017,Home,30.72,0.41,18.12,1,Rural,33.34,170.5,30.4,2.2,0.95,8,31,466,162,,,5394891561256,Tupperware Bedding 1017,Bedding,Tupperware,Premium,2810,8,4.6,1920,86,58,23.6,Y,N,91,28,116,Loyalty Only,3185,0,0,0,04/16/2023,N,32,130,626,1432,N,1,90.74,31,0.16,2.79
08/15/2023,1,8,2023,0,0,1000,Electronics,430.58,0.43,245.43,18,Urban,417.93,82.3,26.5,1.3,0.54,7,47,90,80,Independence Day,Mega Festive,8427460612484,Sony Computers 1000,Computers,Sony,Mid,1882,13,2.6,5779,801,24,332.57,Y,Y,67,91,113,Seasonal Discount,5834,0,0,0,06/05/2021,N,15,65,509,977,N,2,86.21,5,0.22,3.33
06/26/2023,0,6,2023,0,0,1002,Beauty,231.84,0.09,210.97,13,Rural,229.93,129.1,20.0,13.4,0.01,4,23,293,85,,,8588322527842,L'oreal Makeup 1002,Makeup,L'oreal,Mid,577,6,3.6,705,1452,55,134.87,N,N,20,67,53,None,1467,0,1,0,07/05/2019,N,22,63,557,1164,N,1,94.24,19,0.2,1.55
04/09/2023,6,4,2023,1,0,1003,Home,134.9,0.14,116.01,1,Rural,147.89,86.1,8.5,8.6,0.01,7,120,28,111,,,779320874566,Tupperware Decor 1003,Decor,Tupperware,Premium,2178,8,4.6,1920,419,99,110.33,N,N,81,20,69,None,919,0,0,0,02/14/2022,Y,22,89,557,1164,Y,2,99.61,42,0.28,1.12
02/05/2023,6,2,2023,1,0,1012,Beauty,124.67,0.14,107.22,5,Urban,117.17,164.0,23.0,5.1,0.54,1,131,11,140,,,5741435015275,Nivea Makeup 1012,Makeup,Nivea,Mid,683,11,6.6,5663,499,73,62.88,N,Y,29,81,94,None,850,1,0,0,09/24/2021,N,36,104,653,1540,Y,0,91.87,34,0.12,1.92
04/06/2023,3,4,2023,0,1,1005,Clothing,244.09,0.14,209.92,18,Urban,222.87,134.7,28.7,0.7,0.44,3,163,146,104,,,5104045406377,Allen Solly Activewear 1005,Activewear,Allen Solly,Budget,1013,13,2.6,5779,1205,51,201.94,N,Y,17,29,26,None,1805,0,0,0,12/18/2019,N,41,63,688,1674,N,1,99.27,21,0.14,2.04
06/01/2023,3,6,2023,0,1,1013,Electronics,443.98,0.43,253.07,16,Rural,475.9,178.4,18.8,0.8,0.45,2,177,136,125,,,2336836726970,Samsung Computers 1013,Computers,Samsung,Premium,1082,9,2.8,1951,305,27,263.87,Y,N,80,17,60,Flash Sale,4410,1,1,0,07/31/2022,N,44,81,708,1754,N,3,92.98,13,0.37,4.63
05/31/2023,2,5,2023,0,0,1004,Home,192.28,0.02,188.43,10,Rural,206.45,184.2,26.4,0.5,0.4,7,63,337,122,,,1418637259927,Philips Kitchenware 1004,Kitchenware,Philips,Budget,2366,13,4.2,1104,607,57,107.34,N,N,92,80,111,None,933,1,1,0,10/01/2021,N,28,94,598,1325,N,2,99.31,26,0.28,2.14
07/09/2023,6,7,2023,1,0,1015,Electronics,376.11,0.04,361.07,4,Urban,374.01,147.3,25.0,4.8,0.92,9,150,156,99,,,5094762337870,Sony Computers 1015,Computers,Sony,Mid,1196,12,2.5,10210,1759,34,275.49,Y,Y,86,92,67,Seasonal Discount,1783,0,0,1,09/14/2018,N,25,74,577,1245,N,4,88.72,12,0.39,2.91
08/12/2023,5,8,2023,1,0,1014,Clothing,52.93,0.14,45.52,1,Urban,53.08,158.8,17.9,0.6,0.36,5,136,258,139,,,2238210451428,FabIndia Winter wear 1014,Winter wear,FabIndia,Mid,1071,9,5.5,5995,1239,40,29.45,N,N,34,86,46,None,543,0,0,0,03/21/2020,Y,40,99,681,1647,N,3,98.34,21,0.36,3.48
02/06/2023,0,2,2023,0,0,1014,Electronics,240.65,0.1,216.58,8,Urban,256.81,132.4,7.5,9.2,0.86,9,28,86,116,,,9068867798232,Samsung Mobiles 1014,Mobiles,Samsung,Budget,1364,3,7.5,7119,1510,113,181.76,N,N,30,34,33,None,933,0,0,0,12/19/2018,N,30,86,612,1379,N,7,87.21,38,0.4,1.03
